"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
252,"2017-04-01 00:14:36","2017-04-01 00:18:48",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3203,"Hamilton Park",40.727595966,-74.044247311,26238,"Subscriber",NULL,0
452,"2017-04-01 00:15:47","2017-04-01 00:23:20",3203,"Hamilton Park",40.727595966,-74.044247311,3213,"Van Vorst Park",40.71848892,-74.047726625,26186,"Subscriber",1962,1
465,"2017-04-01 00:46:27","2017-04-01 00:54:13",3271,"Danforth Light Rail",40.69263996618329,-74.08801227807997,3216,"Columbia Park",40.6970299,-74.0969366,24659,"Subscriber",1996,1
417,"2017-04-01 00:47:15","2017-04-01 00:54:13",3271,"Danforth Light Rail",40.69263996618329,-74.08801227807997,3216,"Columbia Park",40.6970299,-74.0969366,24471,"Subscriber",1994,1
391,"2017-04-01 01:13:12","2017-04-01 01:19:44",3183,"Exchange Place",40.7162469,-74.0334588,3202,"Newport PATH",40.7272235,-74.0337589,24624,"Subscriber",1983,1
443,"2017-04-01 01:13:40","2017-04-01 01:21:04",3216,"Columbia Park",40.6970299,-74.0969366,3271,"Danforth Light Rail",40.69263996618329,-74.08801227807997,26159,"Subscriber",1994,1
391,"2017-04-01 01:14:28","2017-04-01 01:21:00",3216,"Columbia Park",40.6970299,-74.0969366,3271,"Danforth Light Rail",40.69263996618329,-74.08801227807997,24659,"Subscriber",1996,1
233,"2017-04-01 01:21:05","2017-04-01 01:24:59",3220,"5 Corners Library",40.734961020009514,-74.0595030784607,3207,"Oakland Ave",40.7376037,-74.0524783,26241,"Subscriber",1981,1
134,"2017-04-01 01:56:03","2017-04-01 01:58:18",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3203,"Hamilton Park",40.727595966,-74.044247311,26302,"Subscriber",1992,1
704,"2017-04-01 01:59:30","2017-04-01 02:11:14",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3203,"Hamilton Park",40.727595966,-74.044247311,26256,"Subscriber",1991,1
181,"2017-04-01 03:29:41","2017-04-01 03:32:42",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3195,"Sip Ave",40.73074262530658,-74.06378388404846,29219,"Subscriber",1986,1
137,"2017-04-01 03:31:34","2017-04-01 03:33:52",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,29249,"Subscriber",1992,1
141,"2017-04-01 05:46:14","2017-04-01 05:48:36",3213,"Van Vorst Park",40.71848892,-74.047726625,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29207,"Subscriber",1983,1
185,"2017-04-01 05:46:36","2017-04-01 05:49:41",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,24406,"Subscriber",1984,1
144,"2017-04-01 06:26:06","2017-04-01 06:28:31",3213,"Van Vorst Park",40.71848892,-74.047726625,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26186,"Subscriber",1987,2
347,"2017-04-01 06:48:06","2017-04-01 06:53:54",3199,"Newport Pkwy",40.7287448,-74.0321082,3183,"Exchange Place",40.7162469,-74.0334588,26211,"Subscriber",1993,1
1023,"2017-04-01 06:59:17","2017-04-01 07:16:20",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3188,"NJCU",40.7101087,-74.0858489,29267,"Subscriber",1981,1
414,"2017-04-01 07:10:32","2017-04-01 07:17:27",3195,"Sip Ave",40.73074262530658,-74.06378388404846,3280,"Astor Place",40.71928220070702,-74.07126188278198,29210,"Subscriber",1964,1
484,"2017-04-01 07:39:23","2017-04-01 07:47:28",3193,"Lincoln Park",40.7246050998869,-74.07840594649315,3195,"Sip Ave",40.73074262530658,-74.06378388404846,26228,"Subscriber",1986,2
207,"2017-04-01 07:50:15","2017-04-01 07:53:42",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3187,"Warren St",40.7211236,-74.03805095,24615,"Subscriber",1989,1
381,"2017-04-01 07:51:30","2017-04-01 07:57:52",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,29126,"Subscriber",1985,2
502,"2017-04-01 08:02:13","2017-04-01 08:10:36",3268,"Lafayette Park",40.71346382669195,-74.06285852193832,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29212,"Subscriber",1977,1
417,"2017-04-01 08:02:50","2017-04-01 08:09:47",3187,"Warren St",40.7211236,-74.03805095,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,26276,"Subscriber",1963,1
579,"2017-04-01 08:07:54","2017-04-01 08:17:33",3187,"Warren St",40.7211236,-74.03805095,3192,"Liberty Light Rail",40.7112423,-74.0557013,26304,"Subscriber",1979,1
153,"2017-04-01 08:11:05","2017-04-01 08:13:39",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,24513,"Subscriber",1984,1
2462,"2017-04-01 08:12:01","2017-04-01 08:53:04",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,26276,"Subscriber",1963,1
175,"2017-04-01 08:15:04","2017-04-01 08:17:59",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,28673,"Subscriber",1960,1
678,"2017-04-01 08:32:16","2017-04-01 08:43:34",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3203,"Hamilton Park",40.727595966,-74.044247311,29229,"Subscriber",1987,2
141,"2017-04-01 08:35:58","2017-04-01 08:38:20",3215,"Central Ave",40.7467299,-74.0492509,3210,"Pershing Field",40.742677141,-74.051788633,29295,"Subscriber",1992,1
508,"2017-04-01 08:44:27","2017-04-01 08:52:56",3210,"Pershing Field",40.742677141,-74.051788633,3195,"Sip Ave",40.73074262530658,-74.06378388404846,29295,"Subscriber",1992,1
308,"2017-04-01 08:45:18","2017-04-01 08:50:27",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,26211,"Subscriber",1960,2
897,"2017-04-01 08:48:48","2017-04-01 09:03:45",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26172,"Subscriber",1986,2
217,"2017-04-01 08:48:53","2017-04-01 08:52:30",3187,"Warren St",40.7211236,-74.03805095,3199,"Newport Pkwy",40.7287448,-74.0321082,26160,"Subscriber",1980,1
698,"2017-04-01 08:52:05","2017-04-01 09:03:43",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26211,"Subscriber",NULL,0
176,"2017-04-01 08:52:26","2017-04-01 08:55:23",3203,"Hamilton Park",40.727595966,-74.044247311,3211,"Newark Ave",40.72152515,-74.046304543,26253,"Subscriber",NULL,0
314,"2017-04-01 08:53:16","2017-04-01 08:58:31",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,24460,"Subscriber",1992,1
451,"2017-04-01 08:54:18","2017-04-01 09:01:49",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3185,"City Hall",40.7177325,-74.043845,24681,"Subscriber",1968,2
715,"2017-04-01 08:55:49","2017-04-01 09:07:44",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3183,"Exchange Place",40.7162469,-74.0334588,26276,"Subscriber",1963,1
223,"2017-04-01 08:57:18","2017-04-01 09:01:01",3209,"Brunswick St",40.7241765,-74.0506564,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29235,"Subscriber",1996,1
2245,"2017-04-01 09:11:55","2017-04-01 09:49:21",3195,"Sip Ave",40.73074262530658,-74.06378388404846,3195,"Sip Ave",40.73074262530658,-74.06378388404846,24470,"Subscriber",1971,1
433,"2017-04-01 09:14:04","2017-04-01 09:21:17",3203,"Hamilton Park",40.727595966,-74.044247311,3211,"Newark Ave",40.72152515,-74.046304543,26256,"Subscriber",1956,1
551,"2017-04-01 09:14:49","2017-04-01 09:24:01",3195,"Sip Ave",40.73074262530658,-74.06378388404846,3280,"Astor Place",40.71928220070702,-74.07126188278198,29254,"Subscriber",1983,1
222,"2017-04-01 09:19:19","2017-04-01 09:23:02",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3185,"City Hall",40.7177325,-74.043845,26152,"Subscriber",1984,1
240,"2017-04-01 09:19:56","2017-04-01 09:23:57",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26217,"Subscriber",1987,2
495,"2017-04-01 09:31:23","2017-04-01 09:39:39",3214,"Essex Light Rail",40.7127742,-74.0364857,3202,"Newport PATH",40.7272235,-74.0337589,24501,"Subscriber",1990,1
174,"2017-04-01 09:37:04","2017-04-01 09:39:58",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,24520,"Subscriber",1988,1
197,"2017-04-01 09:37:12","2017-04-01 09:40:29",3209,"Brunswick St",40.7241765,-74.0506564,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29279,"Subscriber",1994,1
1023,"2017-04-01 09:41:11","2017-04-01 09:58:15",3214,"Essex Light Rail",40.7127742,-74.0364857,3214,"Essex Light Rail",40.7127742,-74.0364857,29233,"Subscriber",1963,1
340,"2017-04-01 09:44:44","2017-04-01 09:50:25",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,24377,"Subscriber",NULL,0
310,"2017-04-01 09:45:45","2017-04-01 09:50:55",3212,"Christ Hospital",40.734785818,-74.050443636,3206,"Hilltop",40.7311689,-74.0575736,26281,"Subscriber",1977,2
279,"2017-04-01 09:48:00","2017-04-01 09:52:40",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3187,"Warren St",40.7211236,-74.03805095,24504,"Subscriber",1963,1
197,"2017-04-01 09:53:42","2017-04-01 09:57:00",3207,"Oakland Ave",40.7376037,-74.0524783,3210,"Pershing Field",40.742677141,-74.051788633,29123,"Subscriber",1983,1
468,"2017-04-01 09:56:30","2017-04-01 10:04:18",3206,"Hilltop",40.7311689,-74.0575736,3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,26281,"Subscriber",1979,1
260,"2017-04-01 09:59:35","2017-04-01 10:03:55",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3195,"Sip Ave",40.73074262530658,-74.06378388404846,29197,"Subscriber",1986,1
189,"2017-04-01 10:02:51","2017-04-01 10:06:00",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26264,"Subscriber",1975,1
670,"2017-04-01 10:03:00","2017-04-01 10:14:11",3192,"Liberty Light Rail",40.7112423,-74.0557013,3187,"Warren St",40.7211236,-74.03805095,26231,"Subscriber",1979,1
263,"2017-04-01 10:06:39","2017-04-01 10:11:02",3211,"Newark Ave",40.72152515,-74.046304543,3203,"Hamilton Park",40.727595966,-74.044247311,26253,"Subscriber",NULL,0
455,"2017-04-01 10:07:51","2017-04-01 10:15:27",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3202,"Newport PATH",40.7272235,-74.0337589,29234,"Subscriber",1981,0
194,"2017-04-01 10:09:13","2017-04-01 10:12:28",3207,"Oakland Ave",40.7376037,-74.0524783,3210,"Pershing Field",40.742677141,-74.051788633,29225,"Subscriber",1991,1
177,"2017-04-01 10:09:13","2017-04-01 10:12:11",3207,"Oakland Ave",40.7376037,-74.0524783,3210,"Pershing Field",40.742677141,-74.051788633,26202,"Subscriber",1990,1
190,"2017-04-01 10:11:11","2017-04-01 10:14:22",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3184,"Paulus Hook",40.7141454,-74.0335519,26431,"Subscriber",1987,1
219,"2017-04-01 10:13:08","2017-04-01 10:16:48",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26311,"Subscriber",1984,1
226,"2017-04-01 10:13:39","2017-04-01 10:17:26",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,26177,"Subscriber",1990,1
200,"2017-04-01 10:17:24","2017-04-01 10:20:44",3210,"Pershing Field",40.742677141,-74.051788633,3207,"Oakland Ave",40.7376037,-74.0524783,29123,"Subscriber",1983,1
183,"2017-04-01 10:18:13","2017-04-01 10:21:16",3185,"City Hall",40.7177325,-74.043845,3183,"Exchange Place",40.7162469,-74.0334588,24690,"Subscriber",1982,2
160,"2017-04-01 10:21:11","2017-04-01 10:23:51",3184,"Paulus Hook",40.7141454,-74.0335519,3267,"Morris Canal",40.7124188237569,-74.03852552175522,26431,"Subscriber",1987,1
717,"2017-04-01 10:26:59","2017-04-01 10:38:57",3193,"Lincoln Park",40.7246050998869,-74.07840594649315,3195,"Sip Ave",40.73074262530658,-74.06378388404846,24550,"Subscriber",1982,1
295,"2017-04-01 10:29:53","2017-04-01 10:34:49",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,24608,"Subscriber",1971,2
251,"2017-04-01 10:31:11","2017-04-01 10:35:22",3199,"Newport Pkwy",40.7287448,-74.0321082,3187,"Warren St",40.7211236,-74.03805095,26160,"Subscriber",1980,1
361,"2017-04-01 10:34:43","2017-04-01 10:40:45",3215,"Central Ave",40.7467299,-74.0492509,3206,"Hilltop",40.7311689,-74.0575736,29222,"Subscriber",1978,1
214,"2017-04-01 10:38:18","2017-04-01 10:41:52",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3187,"Warren St",40.7211236,-74.03805095,26296,"Subscriber",1989,1
304,"2017-04-01 10:43:01","2017-04-01 10:48:06",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3202,"Newport PATH",40.7272235,-74.0337589,29212,"Subscriber",1984,1
817,"2017-04-01 10:45:15","2017-04-01 10:58:52",3192,"Liberty Light Rail",40.7112423,-74.0557013,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26212,"Subscriber",1968,2
622,"2017-04-01 10:46:35","2017-04-01 10:56:58",3185,"City Hall",40.7177325,-74.043845,3202,"Newport PATH",40.7272235,-74.0337589,29199,"Subscriber",1980,2
891,"2017-04-01 10:49:29","2017-04-01 11:04:20",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3267,"Morris Canal",40.7124188237569,-74.03852552175522,26232,"Subscriber",NULL,0
109,"2017-04-01 10:57:13","2017-04-01 10:59:02",3185,"City Hall",40.7177325,-74.043845,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,26315,"Subscriber",1983,1
