Trip Duration,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender
1076,2017-03-01 00:03:02,2017-03-01 00:20:58,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3207,Oakland Ave,40.7376037,-74.0524783,26283,Subscriber,1991,1
978,2017-03-01 00:09:02,2017-03-01 00:25:20,3220,5 Corners Library,40.734961020009514,-74.0595030784607,3195,Sip Ave,40.73074262530658,-74.06378388404846,24559,Subscriber,1987,1
1789,2017-03-01 00:28:11,2017-03-01 00:58:00,3195,Sip Ave,40.73074262530658,-74.06378388404846,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24559,Subscriber,1987,1
613,2017-03-01 00:52:30,2017-03-01 01:02:44,3194,McGinley Square,40.7253399253558,-74.06762212514877,3189,West Side Light Rail,40.714402,-74.0887723,26261,Subscriber,1962,1
2418,2017-03-01 00:54:40,2017-03-01 01:34:59,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,26277,Subscriber,1975,1
1141,2017-03-01 01:02:28,2017-03-01 01:21:29,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3220,5 Corners Library,40.734961020009514,-74.0595030784607,24559,Subscriber,1987,1
805,2017-03-01 03:08:07,2017-03-01 03:21:33,3213,Van Vorst Park,40.71848892,-74.047726625,3190,Garfield Ave Station,40.7104670233797,-74.07003879547119,26267,Subscriber,1988,1
114,2017-03-01 03:35:44,2017-03-01 03:37:39,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,24486,Subscriber,1972,1
164,2017-03-01 03:38:03,2017-03-01 03:40:47,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24471,Subscriber,1982,1
181,2017-03-01 04:43:05,2017-03-01 04:46:07,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3213,Van Vorst Park,40.71848892,-74.047726625,24471,Subscriber,1983,1
152,2017-03-01 04:43:55,2017-03-01 04:46:28,3279,Dixon Mills,40.721630142638354,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24453,Subscriber,1982,1
206,2017-03-01 04:44:54,2017-03-01 04:48:21,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26160,Subscriber,1978,1
473,2017-03-01 05:12:55,2017-03-01 05:20:48,3199,Newport Pkwy,40.7287448,-74.0321082,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,24607,Subscriber,1976,1
235,2017-03-01 05:16:16,2017-03-01 05:20:12,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24672,Subscriber,1985,1
164,2017-03-01 05:20:01,2017-03-01 05:22:46,3267,Morris Canal,40.7124188237569,-74.03852552175522,3183,Exchange Place,40.7162469,-74.0334588,26188,Subscriber,1980,1
970,2017-03-01 05:27:26,2017-03-01 05:43:36,3207,Oakland Ave,40.7376037,-74.0524783,3185,City Hall,40.7177325,-74.043845,24584,Subscriber,1984,2
771,2017-03-01 05:35:02,2017-03-01 05:47:53,3197,North St,40.752559,-74.044725,3195,Sip Ave,40.73074262530658,-74.06378388404846,26314,Subscriber,1990,1
356,2017-03-01 05:42:30,2017-03-01 05:48:26,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26207,Subscriber,1989,1
1043,2017-03-01 05:53:08,2017-03-01 06:10:32,3267,Morris Canal,40.7124188237569,-74.03852552175522,152,Warren St & Church St,40.71473993,-74.00910627,26230,Subscriber,1961,1
138,2017-03-01 05:54:02,2017-03-01 05:56:21,3267,Morris Canal,40.7124188237569,-74.03852552175522,3184,Paulus Hook,40.7141454,-74.0335519,26219,Subscriber,1983,1
733,2017-03-01 05:56:55,2017-03-01 06:09:09,3190,Garfield Ave Station,40.7104670233797,-74.07003879547119,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24625,Subscriber,1980,1
213,2017-03-01 06:02:49,2017-03-01 06:06:23,3267,Morris Canal,40.7124188237569,-74.03852552175522,3183,Exchange Place,40.7162469,-74.0334588,24631,Subscriber,1974,1
214,2017-03-01 06:03:21,2017-03-01 06:06:55,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24697,Subscriber,1957,1
272,2017-03-01 06:04:46,2017-03-01 06:09:19,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24624,Subscriber,1989,2
178,2017-03-01 06:09:41,2017-03-01 06:12:40,3267,Morris Canal,40.7124188237569,-74.03852552175522,3183,Exchange Place,40.7162469,-74.0334588,26253,Subscriber,1973,1
148,2017-03-01 06:10:04,2017-03-01 06:12:32,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,26165,Subscriber,1982,1
218,2017-03-01 06:10:46,2017-03-01 06:14:25,3214,Essex Light Rail,40.7127742,-74.0364857,3275,Columbus Drive,40.71835519823214,-74.03891444206238,24504,Subscriber,1983,2
157,2017-03-01 06:11:59,2017-03-01 06:14:37,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26205,Subscriber,1985,1
318,2017-03-01 06:12:46,2017-03-01 06:18:05,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074262530658,-74.06378388404846,26196,Subscriber,1958,1
313,2017-03-01 06:12:59,2017-03-01 06:18:13,3198,Heights Elevator,40.748715945380226,-74.04044330120087,3212,Christ Hospital,40.734785818,-74.050443636,24433,Subscriber,1989,1
416,2017-03-01 06:17:43,2017-03-01 06:24:40,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3202,Newport PATH,40.7272235,-74.0337589,24607,Subscriber,1976,1
544,2017-03-01 06:21:24,2017-03-01 06:30:29,3280,Astor Place,40.71928220070702,-74.07126188278198,3195,Sip Ave,40.73074262530658,-74.06378388404846,26226,Subscriber,1986,1
544,2017-03-01 06:21:24,2017-03-01 06:30:28,3280,Astor Place,40.71928220070702,-74.07126188278198,3195,Sip Ave,40.73074262530658,-74.06378388404846,26168,Subscriber,1986,2
193,2017-03-01 06:23:13,2017-03-01 06:26:26,3267,Morris Canal,40.7124188237569,-74.03852552175522,3183,Exchange Place,40.7162469,-74.0334588,26233,Subscriber,1991,1
395,2017-03-01 06:24:55,2017-03-01 06:31:31,3281,Leonard Gordon Park,40.74590996631558,-74.0572714805603,3195,Sip Ave,40.73074262530658,-74.06378388404846,24444,Subscriber,1980,1
170,2017-03-01 06:30:08,2017-03-01 06:32:59,3267,Morris Canal,40.7124188237569,-74.03852552175522,3183,Exchange Place,40.7162469,-74.0334588,26307,Subscriber,1983,1
176,2017-03-01 06:35:59,2017-03-01 06:38:56,3279,Dixon Mills,40.721630142638354,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24664,Subscriber,1989,1
123,2017-03-01 06:36:17,2017-03-01 06:38:21,3279,Dixon Mills,40.721630142638354,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24403,Subscriber,1970,1
599,2017-03-01 06:39:39,2017-03-01 06:49:38,3210,Pershing Field,40.742677141,-74.051788633,3202,Newport PATH,40.7272235,-74.0337589,26246,Subscriber,1972,1
89,2017-03-01 06:43:44,2017-03-01 06:45:14,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,26277,Subscriber,1979,1
505,2017-03-01 06:44:31,2017-03-01 06:52:56,3199,Newport Pkwy,40.7287448,-74.0321082,3273,Manila & 1st,40.721650724879986,-74.04288411140442,26312,Subscriber,,0
219,2017-03-01 06:45:32,2017-03-01 06:49:12,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24618,Subscriber,1987,2
363,2017-03-01 06:45:40,2017-03-01 06:51:44,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24607,Subscriber,1958,1
280,2017-03-01 06:50:48,2017-03-01 06:55:29,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3205,JC Medical Center,40.71653978099194,-74.0496379137039,24484,Subscriber,1989,1
354,2017-03-01 06:51:15,2017-03-01 06:57:09,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,24697,Subscriber,1993,1
601,2017-03-01 06:53:09,2017-03-01 07:03:10,3203,Hamilton Park,40.727595966,-74.044247311,3202,Newport PATH,40.7272235,-74.0337589,26199,Subscriber,1973,2
280,2017-03-01 06:53:59,2017-03-01 06:58:40,3203,Hamilton Park,40.727595966,-74.044247311,3202,Newport PATH,40.7272235,-74.0337589,26269,Subscriber,1987,1
466,2017-03-01 06:57:58,2017-03-01 07:05:44,3210,Pershing Field,40.742677141,-74.051788633,3195,Sip Ave,40.73074262530658,-74.06378388404846,24533,Subscriber,1997,1
269,2017-03-01 06:57:58,2017-03-01 07:02:27,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24588,Subscriber,1956,1
219,2017-03-01 06:58:15,2017-03-01 07:01:54,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24667,Subscriber,1980,1
144,2017-03-01 06:59:01,2017-03-01 07:01:26,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24630,Subscriber,1960,1
825,2017-03-01 07:00:33,2017-03-01 07:14:19,3197,North St,40.752559,-74.044725,3183,Exchange Place,40.7162469,-74.0334588,24525,Subscriber,1987,1
267,2017-03-01 07:04:09,2017-03-01 07:08:37,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26222,Subscriber,1989,2
259,2017-03-01 07:04:17,2017-03-01 07:08:37,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26197,Subscriber,1989,1
139,2017-03-01 07:04:38,2017-03-01 07:06:58,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24471,Subscriber,1970,1
548,2017-03-01 07:04:49,2017-03-01 07:13:57,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,3184,Paulus Hook,40.7141454,-74.0335519,26156,Subscriber,1979,1
200,2017-03-01 07:07:06,2017-03-01 07:10:27,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24457,Subscriber,1974,2
195,2017-03-01 07:07:38,2017-03-01 07:10:54,3267,Morris Canal,40.7124188237569,-74.03852552175522,3184,Paulus Hook,40.7141454,-74.0335519,24578,Subscriber,1971,2
130,2017-03-01 07:07:43,2017-03-01 07:09:53,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26431,Subscriber,1972,1
229,2017-03-01 07:08:11,2017-03-01 07:12:01,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24441,Subscriber,1969,1
169,2017-03-01 07:08:17,2017-03-01 07:11:06,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26151,Subscriber,1981,1
269,2017-03-01 07:08:18,2017-03-01 07:12:48,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,3206,Hilltop,40.7311689,-74.0575736,24573,Subscriber,1990,1
214,2017-03-01 07:08:32,2017-03-01 07:12:07,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24465,Subscriber,1990,2
258,2017-03-01 07:09:05,2017-03-01 07:13:23,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24518,Subscriber,1973,1
264,2017-03-01 07:10:09,2017-03-01 07:14:34,3267,Morris Canal,40.7124188237569,-74.03852552175522,3185,City Hall,40.7177325,-74.043845,24716,Subscriber,1961,1
698,2017-03-01 07:10:52,2017-03-01 07:22:30,3215,Central Ave,40.7467299,-74.0492509,3202,Newport PATH,40.7272235,-74.0337589,26270,Subscriber,1981,1
292,2017-03-01 07:11:24,2017-03-01 07:16:17,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24455,Subscriber,1984,1
223,2017-03-01 07:11:51,2017-03-01 07:15:34,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73074262530658,-74.06378388404846,26200,Subscriber,1986,1
