"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
134,"2018-02-01 07:38:15.8650","2018-02-01 07:40:30.5820",3183,"Exchange Place",40.7162469,-74.0334588,3184,"Paulus Hook",40.7141454,-74.0335519,29615,"Subscriber",1966,1
413,"2018-02-01 08:19:35.8160","2018-02-01 08:26:29.6490",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29641,"Subscriber",1986,2
77,"2018-02-01 08:31:03.0860","2018-02-01 08:32:20.3510",3183,"Exchange Place",40.7162469,-74.0334588,3184,"Paulus Hook",40.7141454,-74.0335519,29621,"Subscriber",1975,1
404,"2018-02-01 15:23:15.0850","2018-02-01 15:29:59.9300",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31934,"Subscriber",1980,1
230,"2018-02-01 15:26:01.8240","2018-02-01 15:29:52.5440",3183,"Exchange Place",40.7162469,-74.0334588,3213,"Van Vorst Park",40.71848892,-74.047726625,29642,"Subscriber",1986,1
112,"2018-02-01 16:03:19.9270","2018-02-01 16:05:12.1950",3183,"Exchange Place",40.7162469,-74.0334588,3184,"Paulus Hook",40.7141454,-74.0335519,26257,"Subscriber",1989,1
301,"2018-02-01 16:08:30.6650","2018-02-01 16:13:32.0330",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31912,"Subscriber",1968,1
319,"2018-02-01 16:38:24.4720","2018-02-01 16:43:43.6350",3183,"Exchange Place",40.7162469,-74.0334588,3199,"Newport Pkwy",40.7287448,-74.0321082,31875,"Subscriber",1941,2
241,"2018-02-01 16:46:21.3910","2018-02-01 16:50:23.1060",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,26193,"Subscriber",1976,2
743,"2018-02-01 16:48:22.2400","2018-02-01 17:00:45.7800",3183,"Exchange Place",40.7162469,-74.0334588,3194,"McGinley Square",40.7253399253558,-74.06762212514877,31949,"Subscriber",1989,1
1914,"2018-02-01 17:24:04.8450","2018-02-01 17:55:59.8000",3183,"Exchange Place",40.7162469,-74.0334588,3281,"Leonard Gordon Park",40.74590996631558,-74.0572714805603,31813,"Subscriber",1976,1
91,"2018-02-01 17:33:25.7860","2018-02-01 17:34:57.3030",3183,"Exchange Place",40.7162469,-74.0334588,3184,"Paulus Hook",40.7141454,-74.0335519,29641,"Subscriber",1960,1
221,"2018-02-01 17:34:39.5760","2018-02-01 17:38:20.9250",3183,"Exchange Place",40.7162469,-74.0334588,3187,"Warren St",40.7211236,-74.03805095,29591,"Subscriber",1980,1
389,"2018-02-01 17:37:18.8700","2018-02-01 17:43:48.8080",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31816,"Subscriber",1980,1
591,"2018-02-01 17:44:03.3300","2018-02-01 17:53:54.7020",3183,"Exchange Place",40.7162469,-74.0334588,3203,"Hamilton Park",40.727595966,-74.044247311,31700,"Subscriber",1988,2
221,"2018-02-01 17:48:27.8050","2018-02-01 17:52:09.0260",3183,"Exchange Place",40.7162469,-74.0334588,3187,"Warren St",40.7211236,-74.03805095,31754,"Subscriber",1976,1
382,"2018-02-01 17:57:15.1140","2018-02-01 18:03:37.4010",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31728,"Subscriber",1992,1
351,"2018-02-01 17:57:25.4520","2018-02-01 18:03:16.7540",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29612,"Subscriber",1985,1
326,"2018-02-01 17:58:20.0630","2018-02-01 18:03:46.7450",3183,"Exchange Place",40.7162469,-74.0334588,3213,"Van Vorst Park",40.71848892,-74.047726625,31865,"Subscriber",1971,1
235,"2018-02-01 17:58:33.7480","2018-02-01 18:02:29.6710",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31884,"Subscriber",1974,1
243,"2018-02-01 17:58:38.4820","2018-02-01 18:02:41.9020",3183,"Exchange Place",40.7162469,-74.0334588,3185,"City Hall",40.7177325,-74.043845,29579,"Subscriber",1986,1
1272,"2018-02-01 18:00:21.7690","2018-02-01 18:21:33.9930",3183,"Exchange Place",40.7162469,-74.0334588,3207,"Oakland Ave",40.7376037,-74.0524783,33463,"Subscriber",1981,1
334,"2018-02-01 18:09:30.7880","2018-02-01 18:15:05.2820",3183,"Exchange Place",40.7162469,-74.0334588,3187,"Warren St",40.7211236,-74.03805095,31766,"Subscriber",1990,1
230,"2018-02-01 18:22:12.5490","2018-02-01 18:26:02.7440",3183,"Exchange Place",40.7162469,-74.0334588,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,31681,"Subscriber",1986,1
251,"2018-02-01 18:36:57.3430","2018-02-01 18:41:08.5970",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31835,"Subscriber",1992,1
242,"2018-02-01 18:37:58.7620","2018-02-01 18:42:00.8520",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,26155,"Subscriber",1992,1
392,"2018-02-01 18:39:25.4850","2018-02-01 18:45:57.4880",3183,"Exchange Place",40.7162469,-74.0334588,3187,"Warren St",40.7211236,-74.03805095,29612,"Subscriber",1975,1
349,"2018-02-01 18:40:09.4250","2018-02-01 18:45:59.1570",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29655,"Subscriber",1976,1
218,"2018-02-01 18:46:42.0000","2018-02-01 18:50:20.9350",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31808,"Subscriber",1990,1
257,"2018-02-01 18:46:49.3830","2018-02-01 18:51:06.7200",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29634,"Subscriber",1995,1
1706,"2018-02-01 18:48:32.3740","2018-02-01 19:16:58.6580",3183,"Exchange Place",40.7162469,-74.0334588,3185,"City Hall",40.7177325,-74.043845,31868,"Subscriber",1978,0
194,"2018-02-01 18:51:00.4770","2018-02-01 18:54:14.9550",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31817,"Subscriber",1987,1
287,"2018-02-01 19:00:21.9840","2018-02-01 19:05:09.6330",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31954,"Subscriber",1981,0
290,"2018-02-01 19:00:21.7320","2018-02-01 19:05:12.4910",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29615,"Subscriber",1987,1
247,"2018-02-01 19:02:15.4870","2018-02-01 19:06:23.2190",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31690,"Subscriber",1991,1
174,"2018-02-01 19:26:34.0600","2018-02-01 19:29:28.8380",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29602,"Subscriber",1988,1
