"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
370,"2017-11-01 00:04:26","2017-11-01 00:10:37",3199,"Newport Pkwy",40.7287448,-74.0321082,3639,"Harborside",40.7192517,-74.034234,31817,"Subscriber",1975,1
96,"2017-11-01 00:05:45","2017-11-01 00:07:22",3211,"Newark Ave",40.72152515,-74.046304543,3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,26307,"Subscriber",1991,2
73,"2017-11-01 00:09:49","2017-11-01 00:11:03",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3187,"Warren St",40.7211236,-74.03805095,31864,"Subscriber",1974,1
162,"2017-11-01 00:14:04","2017-11-01 00:16:47",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3184,"Paulus Hook",40.7141454,-74.0335519,26314,"Subscriber",1979,1
214,"2017-11-01 00:23:38","2017-11-01 00:27:13",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31772,"Subscriber",1982,1
2691,"2017-11-01 00:28:54","2017-11-01 01:13:46",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3183,"Exchange Place",40.7162469,-74.0334588,31779,"Subscriber",1971,1
222,"2017-11-01 00:40:34","2017-11-01 00:44:17",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,31772,"Subscriber",1982,1
1490,"2017-11-01 00:42:09","2017-11-01 01:06:59",3185,"City Hall",40.7177325,-74.043845,3214,"Essex Light Rail",40.7127742,-74.0364857,29655,"Subscriber",1987,1
974,"2017-11-01 00:42:54","2017-11-01 00:59:08",3200,"MLK Light Rail",40.7111305,-74.0788855,3201,"Dey St",40.737711,-74.066921,31767,"Subscriber",1994,2
653,"2017-11-01 00:56:30","2017-11-01 01:07:23",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3189,"West Side Light Rail",40.714402,-74.0887723,29604,"Subscriber",1962,1
1833,"2017-11-01 01:10:23","2017-11-01 01:40:57",3214,"Essex Light Rail",40.7127742,-74.0364857,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29655,"Subscriber",1987,1
1929,"2017-11-01 01:22:00","2017-11-01 01:54:09",3183,"Exchange Place",40.7162469,-74.0334588,3194,"McGinley Square",40.7253399253558,-74.06762212514877,31779,"Subscriber",1971,1
306,"2017-11-01 02:55:55","2017-11-01 03:01:01",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,29655,"Subscriber",1952,1
179,"2017-11-01 03:00:33","2017-11-01 03:03:32",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,31825,"Subscriber",1981,1
109,"2017-11-01 03:38:31","2017-11-01 03:40:20",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,31709,"Subscriber",1972,1
489,"2017-11-01 03:51:53","2017-11-01 04:00:02",3280,"Astor Place",40.71928220070702,-74.07126188278198,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31729,"Subscriber",1960,1
148,"2017-11-01 04:48:17","2017-11-01 04:50:45",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,29615,"Subscriber",1980,1
1321,"2017-11-01 05:07:53","2017-11-01 05:29:55",3207,"Oakland Ave",40.7376037,-74.0524783,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,31811,"Subscriber",1984,2
460,"2017-11-01 05:07:58","2017-11-01 05:15:38",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31802,"Subscriber",1964,1
188,"2017-11-01 05:12:09","2017-11-01 05:15:18",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,31847,"Subscriber",1994,1
211,"2017-11-01 05:19:19","2017-11-01 05:22:50",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31940,"Subscriber",1994,2
408,"2017-11-01 05:22:55","2017-11-01 05:29:44",3212,"Christ Hospital",40.734785818,-74.050443636,3198,"Heights Elevator",40.748715945380226,-74.04044330120087,31765,"Subscriber",1989,2
345,"2017-11-01 05:25:37","2017-11-01 05:31:23",3193,"Lincoln Park",40.7246050998869,-74.07840594649315,3195,"Sip Ave",40.73074262530658,-74.06378388404846,26236,"Subscriber",1985,1
273,"2017-11-01 05:30:14","2017-11-01 05:34:47",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,31697,"Subscriber",1988,2
131,"2017-11-01 05:52:06","2017-11-01 05:54:17",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,31868,"Subscriber",1964,1
147,"2017-11-01 05:54:55","2017-11-01 05:57:23",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3184,"Paulus Hook",40.7141454,-74.0335519,31760,"Subscriber",1961,1
