"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
932,"2018-01-01 02:06:17.5410","2018-01-01 02:21:50.0270",3183,"Exchange Place",40.7162469,-74.0334588,3199,"Newport Pkwy",40.7287448,-74.0321082,31929,"Subscriber",1992,1
550,"2018-01-01 12:06:18.0390","2018-01-01 12:15:28.4430",3183,"Exchange Place",40.7162469,-74.0334588,3199,"Newport Pkwy",40.7287448,-74.0321082,31845,"Subscriber",1969,2
510,"2018-01-01 12:06:56.9780","2018-01-01 12:15:27.8100",3183,"Exchange Place",40.7162469,-74.0334588,3199,"Newport Pkwy",40.7287448,-74.0321082,31708,"Subscriber",1946,1
354,"2018-01-01 14:53:10.1860","2018-01-01 14:59:05.0960",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31697,"Subscriber",1994,1
250,"2018-01-01 17:34:30.1920","2018-01-01 17:38:40.9840",3183,"Exchange Place",40.7162469,-74.0334588,3639,"Harborside",40.7192517,-74.034234,31861,"Subscriber",1991,1
613,"2018-01-01 22:05:05.8740","2018-01-01 22:15:19.4190",3183,"Exchange Place",40.7162469,-74.0334588,3203,"Hamilton Park",40.727595966,-74.044247311,31859,"Subscriber",1982,1
290,"2018-01-02 12:13:51.7940","2018-01-02 12:18:42.1070",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31694,"Subscriber",1958,1
381,"2018-01-02 12:50:03.3430","2018-01-02 12:56:24.6440",3183,"Exchange Place",40.7162469,-74.0334588,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,31754,"Subscriber",1989,2
318,"2018-01-02 13:55:58.2430","2018-01-02 14:01:16.8810",3183,"Exchange Place",40.7162469,-74.0334588,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,31816,"Subscriber",1960,1
1852,"2018-01-02 16:55:29.6390","2018-01-02 17:26:22.3050",3183,"Exchange Place",40.7162469,-74.0334588,3281,"Leonard Gordon Park",40.74590996631558,-74.0572714805603,31754,"Subscriber",1976,1
460,"2018-01-02 17:01:50.5860","2018-01-02 17:09:31.4340",3183,"Exchange Place",40.7162469,-74.0334588,3199,"Newport Pkwy",40.7287448,-74.0321082,33463,"Subscriber",1989,2
403,"2018-01-02 17:05:12.2360","2018-01-02 17:11:55.2630",3183,"Exchange Place",40.7162469,-74.0334588,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,26256,"Subscriber",1985,1
264,"2018-01-02 17:05:12.6730","2018-01-02 17:09:37.4020",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29616,"Subscriber",1974,1
282,"2018-01-02 17:19:56.6090","2018-01-02 17:24:39.5340",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29681,"Subscriber",1976,1
308,"2018-01-02 17:31:45.9880","2018-01-02 17:36:54.3590",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31949,"Subscriber",1968,1
561,"2018-01-02 17:32:54.8400","2018-01-02 17:42:16.3140",3183,"Exchange Place",40.7162469,-74.0334588,3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,29591,"Subscriber",1976,1
114,"2018-01-02 17:37:44.3450","2018-01-02 17:39:38.8760",3183,"Exchange Place",40.7162469,-74.0334588,3639,"Harborside",40.7192517,-74.034234,31925,"Subscriber",1988,1
302,"2018-01-02 17:54:04.8770","2018-01-02 17:59:06.9730",3183,"Exchange Place",40.7162469,-74.0334588,3187,"Warren St",40.7211236,-74.03805095,31777,"Subscriber",1990,1
230,"2018-01-02 17:58:24.6360","2018-01-02 18:02:15.6320",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31763,"Subscriber",1992,1
596,"2018-01-02 18:05:59.6240","2018-01-02 18:15:55.8590",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29662,"Subscriber",1992,1
826,"2018-01-02 18:10:58.8600","2018-01-02 18:24:45.1600",3183,"Exchange Place",40.7162469,-74.0334588,3194,"McGinley Square",40.7253399253558,-74.06762212514877,31765,"Subscriber",1989,1
368,"2018-01-02 18:13:41.8510","2018-01-02 18:19:49.9780",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31695,"Subscriber",1985,1
291,"2018-01-02 18:18:41.6860","2018-01-02 18:23:33.0620",3183,"Exchange Place",40.7162469,-74.0334588,3187,"Warren St",40.7211236,-74.03805095,31934,"Subscriber",1980,1
