"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
170,"2018-12-01 00:03:53.3860","2018-12-01 00:06:43.7160",3183,"Exchange Place",40.7162469,-74.0334588,3214,"Essex Light Rail",40.7127742,-74.0364857,26261,"Subscriber",1975,1
172,"2018-12-01 00:47:13.7340","2018-12-01 00:50:05.8160",3183,"Exchange Place",40.7162469,-74.0334588,3481,"York St",40.71649,-74.04105,26175,"Subscriber",1988,1
247,"2018-12-01 00:48:57.6960","2018-12-01 00:53:05.6780",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29255,"Subscriber",1990,1
406,"2018-12-01 01:33:53.6630","2018-12-01 01:40:39.7480",3183,"Exchange Place",40.7162469,-74.0334588,3638,"Washington St",40.7242941,-74.0354826,29275,"Subscriber",1995,1
354,"2018-12-01 06:26:52.5120","2018-12-01 06:32:46.5170",3183,"Exchange Place",40.7162469,-74.0334588,3211,"Newark Ave",40.72152515,-74.046304543,29658,"Subscriber",1976,1
237,"2018-12-01 08:08:19.9120","2018-12-01 08:12:17.0660",3183,"Exchange Place",40.7162469,-74.0334588,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,29221,"Subscriber",1988,1
396,"2018-12-01 09:34:36.4440","2018-12-01 09:41:12.7040",3183,"Exchange Place",40.7162469,-74.0334588,3183,"Exchange Place",40.7162469,-74.0334588,26306,"Subscriber",1981,2
325,"2018-12-01 12:03:04.9000","2018-12-01 12:08:30.0090",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29640,"Subscriber",1960,1
246,"2018-12-01 12:22:33.3850","2018-12-01 12:26:39.6270",3183,"Exchange Place",40.7162469,-74.0334588,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,29623,"Subscriber",1981,1
825,"2018-12-01 13:02:48.6100","2018-12-01 13:16:33.8500",3183,"Exchange Place",40.7162469,-74.0334588,3483,"Montgomery St",40.71942,-74.05099,26203,"Customer",1969,0
1053,"2018-12-01 13:17:48.9130","2018-12-01 13:35:22.3630",3183,"Exchange Place",40.7162469,-74.0334588,3206,"Hilltop",40.7311689,-74.0575736,29257,"Subscriber",1989,1
130,"2018-12-01 13:22:32.5890","2018-12-01 13:24:42.9690",3183,"Exchange Place",40.7162469,-74.0334588,3681,"Grand St",40.71517767732029,-74.03768330812454,29599,"Subscriber",1992,1
907,"2018-12-01 13:42:16.4160","2018-12-01 13:57:24.1850",3183,"Exchange Place",40.7162469,-74.0334588,3192,"Liberty Light Rail",40.7112423,-74.0557013,29673,"Subscriber",1993,1
2019,"2018-12-01 14:27:01.1720","2018-12-01 15:00:41.0380",3183,"Exchange Place",40.7162469,-74.0334588,3196,"Riverview Park",40.7443187,-74.0439909,26306,"Customer",1973,2
