"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
329,"2018-03-01 06:37:37.0380","2018-03-01 06:43:06.5520",3183,"Exchange Place",40.7162469,-74.0334588,3202,"Newport PATH",40.7272235,-74.0337589,29284,"Subscriber",1981,1
118,"2018-03-01 07:37:30.1210","2018-03-01 07:39:28.3910",3183,"Exchange Place",40.7162469,-74.0334588,3184,"Paulus Hook",40.7141454,-74.0335519,29465,"Subscriber",1966,1
76,"2018-03-01 08:26:17.9390","2018-03-01 08:27:34.6770",3183,"Exchange Place",40.7162469,-74.0334588,3184,"Paulus Hook",40.7141454,-74.0335519,29681,"Subscriber",1975,1
578,"2018-03-01 12:10:36.2160","2018-03-01 12:20:14.8690",3183,"Exchange Place",40.7162469,-74.0334588,3185,"City Hall",40.7177325,-74.043845,31695,"Subscriber",1970,1
485,"2018-03-01 12:21:47.8800","2018-03-01 12:29:53.2990",3183,"Exchange Place",40.7162469,-74.0334588,3187,"Warren St",40.7211236,-74.03805095,31802,"Subscriber",1979,1
352,"2018-03-01 13:11:22.7530","2018-03-01 13:17:15.1130",3183,"Exchange Place",40.7162469,-74.0334588,3202,"Newport PATH",40.7272235,-74.0337589,31934,"Subscriber",1974,1
450,"2018-03-01 13:33:52.9640","2018-03-01 13:41:23.6750",3183,"Exchange Place",40.7162469,-74.0334588,3183,"Exchange Place",40.7162469,-74.0334588,29244,"Subscriber",1984,1
307,"2018-03-01 14:26:33.5640","2018-03-01 14:31:41.1030",3183,"Exchange Place",40.7162469,-74.0334588,3481,"York St",40.71649,-74.04105,31811,"Subscriber",1968,2
263,"2018-03-01 14:31:28.8290","2018-03-01 14:35:52.5940",3183,"Exchange Place",40.7162469,-74.0334588,3213,"Van Vorst Park",40.71848892,-74.047726625,26247,"Subscriber",1986,1
238,"2018-03-01 16:41:05.2790","2018-03-01 16:45:04.2770",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31828,"Subscriber",1974,1
246,"2018-03-01 16:43:06.7810","2018-03-01 16:47:13.0960",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31747,"Subscriber",1983,1
1257,"2018-03-01 17:02:01.3450","2018-03-01 17:22:58.9550",3183,"Exchange Place",40.7162469,-74.0334588,3212,"Christ Hospital",40.734785818,-74.050443636,26431,"Subscriber",1987,1
401,"2018-03-01 17:04:03.7120","2018-03-01 17:10:45.4680",3183,"Exchange Place",40.7162469,-74.0334588,3199,"Newport Pkwy",40.7287448,-74.0321082,26289,"Subscriber",1941,2
281,"2018-03-01 17:04:50.1570","2018-03-01 17:09:32.0820",3183,"Exchange Place",40.7162469,-74.0334588,3211,"Newark Ave",40.72152515,-74.046304543,31802,"Subscriber",1981,1
235,"2018-03-01 17:13:09.6310","2018-03-01 17:17:04.6820",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29679,"Subscriber",1991,1
265,"2018-03-01 17:14:31.0150","2018-03-01 17:18:56.0370",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31911,"Subscriber",1968,1
356,"2018-03-01 17:16:03.0960","2018-03-01 17:21:59.2170",3183,"Exchange Place",40.7162469,-74.0334588,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,31751,"Subscriber",1980,1
278,"2018-03-01 17:20:21.0640","2018-03-01 17:24:59.4800",3183,"Exchange Place",40.7162469,-74.0334588,3185,"City Hall",40.7177325,-74.043845,31833,"Subscriber",1981,1
229,"2018-03-01 17:21:24.5800","2018-03-01 17:25:13.9610",3183,"Exchange Place",40.7162469,-74.0334588,3214,"Essex Light Rail",40.7127742,-74.0364857,31946,"Subscriber",1984,1
580,"2018-03-01 17:23:41.2680","2018-03-01 17:33:21.9170",3183,"Exchange Place",40.7162469,-74.0334588,3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,31940,"Subscriber",1979,1
217,"2018-03-01 17:31:05.0120","2018-03-01 17:34:42.2900",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,26262,"Subscriber",1987,1
1756,"2018-03-01 17:40:09.9560","2018-03-01 18:09:26.7240",3183,"Exchange Place",40.7162469,-74.0334588,3281,"Leonard Gordon Park",40.74590996631558,-74.0572714805603,31739,"Subscriber",1976,1
575,"2018-03-01 17:41:17.5920","2018-03-01 17:50:52.9530",3183,"Exchange Place",40.7162469,-74.0334588,3194,"McGinley Square",40.7253399253558,-74.06762212514877,29270,"Subscriber",1989,1
285,"2018-03-01 17:44:05.4710","2018-03-01 17:48:50.9850",3183,"Exchange Place",40.7162469,-74.0334588,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26279,"Subscriber",1986,1
221,"2018-03-01 17:48:50.9450","2018-03-01 17:52:32.0130",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29244,"Subscriber",1985,1
484,"2018-03-01 17:51:34.3350","2018-03-01 17:59:38.4840",3183,"Exchange Place",40.7162469,-74.0334588,3199,"Newport Pkwy",40.7287448,-74.0321082,29587,"Subscriber",1991,1
152,"2018-03-01 17:52:24.2770","2018-03-01 17:54:56.3600",3183,"Exchange Place",40.7162469,-74.0334588,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,29624,"Subscriber",1981,1
482,"2018-03-01 17:56:53.3790","2018-03-01 18:04:55.5560",3183,"Exchange Place",40.7162469,-74.0334588,3203,"Hamilton Park",40.727595966,-74.044247311,26159,"Subscriber",1956,1
263,"2018-03-01 17:57:25.7910","2018-03-01 18:01:48.8830",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29611,"Subscriber",1963,1
166,"2018-03-01 17:59:10.3270","2018-03-01 18:01:57.0570",3183,"Exchange Place",40.7162469,-74.0334588,3214,"Essex Light Rail",40.7127742,-74.0364857,29549,"Subscriber",1986,1
316,"2018-03-01 18:03:30.8260","2018-03-01 18:08:46.9240",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29494,"Subscriber",1992,1
459,"2018-03-01 18:06:24.0040","2018-03-01 18:14:03.8080",3183,"Exchange Place",40.7162469,-74.0334588,3211,"Newark Ave",40.72152515,-74.046304543,29243,"Subscriber",1984,1
540,"2018-03-01 18:16:47.7610","2018-03-01 18:25:48.0160",3183,"Exchange Place",40.7162469,-74.0334588,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,26234,"Subscriber",1988,1
297,"2018-03-01 18:20:20.1950","2018-03-01 18:25:18.0240",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31750,"Subscriber",1983,2
100,"2018-03-01 18:23:23.0830","2018-03-01 18:25:03.5850",3183,"Exchange Place",40.7162469,-74.0334588,3184,"Paulus Hook",40.7141454,-74.0335519,29201,"Subscriber",1981,0
207,"2018-03-01 18:25:08.3190","2018-03-01 18:28:35.8690",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31911,"Subscriber",1980,1
166,"2018-03-01 18:41:09.2820","2018-03-01 18:43:56.1500",3183,"Exchange Place",40.7162469,-74.0334588,3481,"York St",40.71649,-74.04105,29439,"Subscriber",1984,1
